ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1733998	1.74e-07	2.58e-09	7.102688	11.098542	1.1094849	NA		
ILMN_2183687	1.74e-07	2.59e-09	-7.102174	11.096495	-0.7328295	787166955	LIME1	Lck interacting transmembrane adaptor 1
ILMN_1754839	1.75e-07	2.62e-09	-7.099381	11.088331	-0.418785	68509925	DHX15	DEAH-box helicase 15
ILMN_1705151	1.77e-07	2.69e-09	-7.092191	11.061462	-0.5769602	1003701495	SF3A3	splicing factor 3a subunit 3
ILMN_1714759	1.77e-07	2.69e-09	7.09204	11.059414	0.7489686	467093484	CNIH4	cornichon family AMPA receptor auxiliary protein 4
ILMN_1726545	1.92e-07	2.95e-09	7.067416	11.027462	1.551431	334883169	LILRA5	leukocyte immunoglobulin like receptor A5
ILMN_1728228	1.94e-07	3.01e-09	-7.062561	11.010822	-0.9078143	289666753	ZNF548	zinc finger protein 548
ILMN_1735792	1.86e-07	2.84e-09	7.077242	10.994626	1.413322	306035189	RHBDF2	rhomboid 5 homolog 2
ILMN_1683250	1.92e-07	2.96e-09	7.066546	10.994035	1.2855218	NA		
ILMN_1744240	1.95e-07	3.06e-09	-7.057684	10.991571	-0.6313982	223005858	TBC1D31	TBC1 domain family member 31
ILMN_1681601	1.77e-07	2.66e-09	7.094539	10.980312	1.4550669	1024336733	SUCNR1	succinate receptor 1
ILMN_1791328	1.95e-07	3.03e-09	-7.060093	10.949043	-0.7457542	115430251	STK39	serine/threonine kinase 39
ILMN_1737644	1.95e-07	3.07e-09	7.056874	10.939505	0.52384	134288872	TMEM219	transmembrane protein 219
ILMN_1680624	1.97e-07	3.11e-09	7.053845	10.91955	0.8266888	53759126	CREG1	cellular repressor of E1A stimulated genes 1
ILMN_2330267	1.99e-07	3.22e-09	-7.044289	10.916308	-0.6359462	108773783	ABCE1	ATP binding cassette subfamily E member 1
ILMN_1795089	1.98e-07	3.13e-09	-7.051776	10.911377	-0.5665451	130502161	RASAL3	RAS protein activator like 3
ILMN_1862909	2.00e-07	3.25e-09	-7.041792	10.907053	-1.0053375	21732708	RORA	RAR related orphan receptor A
ILMN_1757730	2.03e-07	3.34e-09	-7.034833	10.904177	-0.6863879	302058244	TTC27	tetratricopeptide repeat domain 27
ILMN_1673023	1.99e-07	3.19e-09	-7.04713	10.903893	-0.5789511	331284124	EP400	E1A binding protein p400
ILMN_1684349	1.99e-07	3.18e-09	-7.047326	10.895004	-0.968405	390979670	IL2RB	interleukin 2 receptor subunit beta
ILMN_1767006	1.99e-07	3.19e-09	7.046651	10.894001	0.6789292	73747874	PSMB8	proteasome subunit beta 8
ILMN_1782551	2.05e-07	3.40e-09	-7.029922	10.890547	-1.1080614	134142810	E2F5	E2F transcription factor 5
ILMN_1821176	2.01e-07	3.29e-09	-7.038144	10.861835	-0.7202356	9893295	RNF125	ring finger protein 125
ILMN_1769412	2.01e-07	3.30e-09	-7.037893	10.859805	-0.5866297	38373676	RAPGEF1	Rap guanine nucleotide exchange factor 1
ILMN_1660227	2.03e-07	3.35e-09	7.033679	10.822267	0.9552713	224177505	LINC00999	long intergenic non-protein coding RNA 999
ILMN_2371724	2.14e-07	3.59e-09	7.015181	10.789439	1.3043745	296317301	CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1
ILMN_2108938	2.13e-07	3.55e-09	-7.018133	10.786882	-0.6605757	971059204	FNBP4	formin binding protein 4
ILMN_1687538	2.14e-07	3.58e-09	-7.016282	10.761487	-0.8212238	219689116	ETS1	ETS proto-oncogene 1, transcription factor
ILMN_1769911	2.18e-07	3.68e-09	-7.009004	10.753483	-0.9065794	117168274	SLC38A1	solute carrier family 38 member 1
ILMN_2222880	2.25e-07	3.81e-09	-6.999279	10.731745	-0.7377567	378925602	SLC25A42	solute carrier family 25 member 42
ILMN_1780898	2.23e-07	3.77e-09	-7.002197	10.728515	-0.8511479	654823698	PRKCH	protein kinase C eta
ILMN_1724789	1.99e-07	3.21e-09	7.045472	10.725826	1.2551343	187829106	CD59	CD59 molecule
ILMN_2067709	2.37e-07	4.07e-09	-6.982197	10.709556	-0.6051575	210147473	TFB2M	transcription factor B2, mitochondrial
ILMN_1741976	2.39e-07	4.13e-09	-6.977951	10.691714	-0.8827695	363814496	SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1
ILMN_1661695	2.36e-07	4.03e-09	6.984675	10.68178	0.9344528	216547518	IRAK3	interleukin 1 receptor associated kinase 3
ILMN_1651262	2.33e-07	3.97e-09	-6.989015	10.679536	-0.5788	55956920	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B
ILMN_2200917	2.39e-07	4.16e-09	-6.97628	10.645776	-0.7767879	385648266	SLC4A7	solute carrier family 4 member 7
ILMN_1753745	2.39e-07	4.13e-09	-6.978309	10.642504	-0.62234	116875825	HDDC2	HD domain containing 2
ILMN_2121437	2.40e-07	4.18e-09	-6.975126	10.628123	-0.5458468	55956787	NCL	nucleolin
ILMN_1730631	2.53e-07	4.48e-09	-6.956671	10.627412	-0.6618255	214832548	WDCP	WD repeat and coiled coil containing
ILMN_1777066	2.46e-07	4.31e-09	-6.966768	10.607878	-0.5307354	215272358	NIF3L1	NGG1 interacting factor 3 like 1
ILMN_1700915	2.46e-07	4.35e-09	-6.964511	10.597519	-0.658611	323462179	BMI1	BMI1 proto-oncogene, polycomb ring finger
ILMN_1726288	2.68e-07	4.78e-09	-6.939312	10.5584	-0.736557	197116387	TMEM106B	transmembrane protein 106B
ILMN_1683026	2.46e-07	4.35e-09	6.964506	10.555984	0.4304042	325652084	PSMB10	proteasome subunit beta 10
ILMN_1771179	2.70e-07	4.84e-09	6.935999	10.548257	0.814951	63054827	CYB561	cytochrome b561
ILMN_1659158	2.63e-07	4.67e-09	-6.945329	10.531371	-0.9774551	384871686	SAMD3	sterile alpha motif domain containing 3
ILMN_1674789	2.71e-07	4.88e-09	6.934109	10.479315	1.1593806	NA		
ILMN_2353033	2.73e-07	5.00e-09	-6.927569	10.474674	-0.440901	100816391	FUBP3	far upstream element binding protein 3
ILMN_2315979	2.72e-07	4.95e-09	-6.930014	10.467708	-0.8167498	149274623	LBH	limb bud and heart development
ILMN_1661589	2.71e-07	4.89e-09	6.933575	10.466089	1.3854255	87159821	CD151	CD151 molecule (Raph blood group)
ILMN_1703335	2.72e-07	4.95e-09	6.930096	10.462399	0.5379943	568384808	LACTB	lactamase beta
ILMN_1737462	2.73e-07	4.98e-09	-6.928566	10.456621	-0.5404869	194306542	OXR1	oxidation resistance 1
ILMN_1674038	2.86e-07	5.28e-09	6.91296	10.453341	0.5855879	332078524	CTSD	cathepsin D
ILMN_1705892	2.79e-07	5.13e-09	-6.920906	10.446104	-0.9630498	295054105	SH2D1A	SH2 domain containing 1A
ILMN_1871233	2.94e-07	5.48e-09	-6.903234	10.429072	-1.0333973	11337701		
ILMN_1797822	2.91e-07	5.38e-09	-6.907837	10.402608	-0.7167178	662236813	SEL1L3	SEL1L family member 3
ILMN_1673933	2.91e-07	5.41e-09	-6.906517	10.394329	-0.5846943	NA		
ILMN_2319913	2.94e-07	5.52e-09	-6.901202	10.392414	-0.6873888	41872499	DGKA	diacylglycerol kinase alpha
ILMN_1732296	3.00e-07	5.68e-09	-6.89367	10.391117	-1.2017563	345199309	ID3	inhibitor of DNA binding 3, HLH protein
ILMN_1748797	2.94e-07	5.54e-09	6.900088	10.353033	0.4061871	156071491	GRB2	growth factor receptor bound protein 2
ILMN_1695025	2.94e-07	5.54e-09	-6.900095	10.352579	-0.8827399	1039290980	CD2	CD2 molecule
ILMN_1707062	3.01e-07	5.76e-09	-6.889907	10.345953	-0.4305382	1009287550	REV1	REV1, DNA directed polymerase
ILMN_1658289	3.01e-07	5.72e-09	-6.891825	10.34341	-0.7991555	1003088754	WDR54	WD repeat domain 54
ILMN_1798957	3.01e-07	5.75e-09	-6.890609	10.319772	-0.5527561	NA		
ILMN_1791593	3.16e-07	6.16e-09	-6.872223	10.315375	-0.9841313	122891861	DENND5B	DENN domain containing 5B
ILMN_1745573	3.05e-07	5.89e-09	-6.884045	10.310531	-0.6108019	296531394	TTC13	tetratricopeptide repeat domain 13
ILMN_1779677	3.04e-07	5.85e-09	6.885653	10.31039	0.866003	297307112	ZCCHC6	zinc finger CCHC-type containing 6
ILMN_1786612	3.04e-07	5.83e-09	6.886632	10.303916	0.6668166	30410791	PSME2	proteasome activator subunit 2
ILMN_1757408	3.08e-07	5.97e-09	-6.880231	10.295598	-1.0349176	37574602	ZNF256	zinc finger protein 256
ILMN_1742026	3.24e-07	6.35e-09	-6.864159	10.289138	-1.0271113	343432579	PYHIN1	pyrin and HIN domain family member 1
ILMN_2355033	3.12e-07	6.06e-09	-6.876268	10.267257	-0.8183907	122937184	KIAA1147	KIAA1147
ILMN_1804812	3.24e-07	6.36e-09	-6.863624	10.257508	-0.7127921	359338995	ANAPC1	anaphase promoting complex subunit 1
ILMN_1688279	3.26e-07	6.42e-09	-6.861322	10.223647	-0.9375498	57863284	PVRIG	poliovirus receptor related immunoglobulin domain containing
ILMN_1691731	3.27e-07	6.49e-09	6.858427	10.199952	0.9912389	154813198	PARP14	poly(ADP-ribose) polymerase family member 14
ILMN_1659550	3.26e-07	6.44e-09	-6.860292	10.194195	-0.6831551	NA		
ILMN_1807994	3.28e-07	6.54e-09	-6.8563	10.192376	-0.4350492	999808202	PCNP	PEST proteolytic signal containing nuclear protein
ILMN_2342638	3.43e-07	6.88e-09	6.842837	10.17979	1.3924771	319655554	ASGR2	asialoglycoprotein receptor 2
ILMN_2111918	3.38e-07	6.74e-09	-6.848111	10.176901	-0.5287945	145580589	PCNX4	pecanex homolog 4 (Drosophila)
ILMN_1733511	3.43e-07	6.90e-09	-6.841943	10.141443	-0.4316914	87196329	GOLGA3	golgin A3
ILMN_2050255	3.47e-07	7.00e-09	-6.838182	10.134244	-0.605074	301129205	UCKL1	uridine-cytidine kinase 1 like 1
ILMN_1808041	3.50e-07	7.09e-09	-6.834907	10.112587	-0.7714058	72407914	RPL10A	ribosomal protein L10a
ILMN_1697585	3.58e-07	7.30e-09	-6.827207	10.101775	-0.4871946	387528005	ACTR6	ARP6 actin-related protein 6 homolog
ILMN_1859584	3.80e-07	7.89e-09	6.806547	10.079195	1.7676199	10439674	LOC101930164	uncharacterized LOC101930164
ILMN_1733324	3.80e-07	7.93e-09	6.805113	10.077301	1.431886	47078291	ITGB3	integrin subunit beta 3
ILMN_2321578	3.76e-07	7.78e-09	-6.810064	10.073128	-1.1250392	1023300930	P2RY10	purinergic receptor P2Y10
ILMN_1721703	3.62e-07	7.39e-09	-6.823703	10.070575	-0.4871907	133908618	PNN	pinin, desmosome associated protein
ILMN_1678494	3.72e-07	7.69e-09	6.813272	10.069486	1.0826117	219555723	ZNF438	zinc finger protein 438
ILMN_1673738	3.56e-07	7.23e-09	-6.829667	10.060082	-0.5055822	NA		
ILMN_1676893	3.67e-07	7.56e-09	6.817884	10.052035	1.0627271	1002341783	ADCY3	adenylate cyclase 3
ILMN_2415529	3.92e-07	8.22e-09	6.795455	10.036863	1.4373296	440309851	CDK5RAP2	CDK5 regulatory subunit associated protein 2
ILMN_1805344	3.62e-07	7.43e-09	-6.822298	10.029563	-0.4595124	1002095801	DDX5	DEAD-box helicase 5
ILMN_1724341	3.96e-07	8.36e-09	-6.790994	10.027789	-0.6532179	1024249245	ALG13	ALG13, UDP-N-acetylglucosaminyltransferase subunit
ILMN_1666364	4.09e-07	8.66e-09	-6.781523	9.985965	-0.573808	151101383	COQ10A	coenzyme Q10A
ILMN_2224143	3.92e-07	8.19e-09	-6.796561	9.971452	-0.6348791	394582092	MCM3	minichromosome maintenance complex component 3
ILMN_1778059	4.16e-07	8.89e-09	6.774554	9.965573	1.194415	73622124	CASP4	caspase 4
ILMN_1792455	3.96e-07	8.36e-09	6.790885	9.952704	1.238324	116805333	TMEM158	transmembrane protein 158 (gene/pseudogene)
ILMN_1727001	4.12e-07	8.74e-09	-6.779075	9.938603	-0.4677524	664806098	DDX46	DEAD-box helicase 46
ILMN_1703471	4.13e-07	8.79e-09	6.777572	9.907826	0.6172542	343168761	ATF6	activating transcription factor 6
ILMN_1746565	4.26e-07	9.12e-09	-6.767802	9.865964	-0.898628	363543320	CD6	CD6 molecule
ILMN_2126706	4.40e-07	9.52e-09	6.756372	9.864173	1.2710777	310688956	LMNB1	lamin B1
ILMN_1731224	4.28e-07	9.21e-09	6.765423	9.856741	0.9137654	226371705	PARP9	poly(ADP-ribose) polymerase family member 9
ILMN_1679727	4.37e-07	9.42e-09	-6.759271	9.83563	-0.503416	241666390	CLK1	CDC like kinase 1
ILMN_2366212	4.47e-07	9.70e-09	-6.751484	9.806424	-1.0371253	1041215441	CD79B	CD79b molecule
ILMN_1780397	4.52e-07	9.85e-09	-6.747578	9.79242	-0.6500066	567757592	TRAF3IP3	TRAF3 interacting protein 3
ILMN_1812759	4.70e-07	1.03e-08	6.735715	9.786094	0.8422381	66932971	GCH1	GTP cyclohydrolase 1
ILMN_1801254	4.70e-07	1.03e-08	6.736532	9.769876	1.4308366	NA		
ILMN_1682449	4.75e-07	1.06e-08	-6.728092	9.758456	-0.5317761	58761534	ZNF518B	zinc finger protein 518B
ILMN_1785795	4.74e-07	1.05e-08	-6.730991	9.737782	-0.5241114	164420680	METAP1	methionyl aminopeptidase 1
ILMN_1799467	4.74e-07	1.05e-08	6.731712	9.734288	1.0299855	745399079	SAMD9L	sterile alpha motif domain containing 9 like
ILMN_1714527	4.74e-07	1.05e-08	6.729975	9.725963	0.4678233	42544205	VAMP3	vesicle associated membrane protein 3
ILMN_1778444	4.74e-07	1.05e-08	6.72929	9.725362	0.7104582	224809310	FKBP5	FK506 binding protein 5
ILMN_1675354	5.06e-07	1.15e-08	6.706628	9.723603	1.5166686	NA		
ILMN_1691693	4.88e-07	1.10e-08	-6.719307	9.705979	-1.2878027	NA		
ILMN_2321485	5.11e-07	1.17e-08	-6.701368	9.702475	-0.5888155	315113846	PPP1R8	protein phosphatase 1 regulatory subunit 8
ILMN_1658283	4.73e-07	1.04e-08	-6.733238	9.690855	-0.4699717	313569766	RPL17	ribosomal protein L17
ILMN_1782851	4.88e-07	1.09e-08	6.72004	9.689359	1.1760788	262527243	TAPBP	TAP binding protein (tapasin)
ILMN_1775677	5.06e-07	1.14e-08	-6.707499	9.682846	-0.5224816	441418794	TYSND1	trypsin domain containing 1
ILMN_1797428	5.11e-07	1.17e-08	-6.701541	9.677498	-1.4245835	67089143	FCRL3	Fc receptor like 3
ILMN_1790549	5.21e-07	1.21e-08	-6.692916	9.670746	-0.8200229	270483817	TSPAN3	tetraspanin 3
ILMN_1756541	4.96e-07	1.12e-08	-6.714056	9.66765	-0.6676488	10947033	MXD4	MAX dimerization protein 4
ILMN_1789596	5.06e-07	1.15e-08	6.706626	9.658777	0.6348013	153267458	ETV6	ETS variant 6
ILMN_1721978	5.16e-07	1.19e-08	-6.69769	9.649273	-0.6746523	532164724	CARD11	caspase recruitment domain family member 11
ILMN_1718069	5.11e-07	1.16e-08	-6.703343	9.643173	-0.5265614	384551679	MIS12	MIS12, kinetochore complex component
ILMN_1665455	5.37e-07	1.26e-08	6.683071	9.628135	0.5423093	1016841165	DCUN1D3	defective in cullin neddylation 1 domain containing 3
ILMN_2109197	5.21e-07	1.21e-08	6.693559	9.621221	0.7208054	528281417	EPB41L3	erythrocyte membrane protein band 4.1 like 3
ILMN_1671257	5.16e-07	1.19e-08	-6.698238	9.616467	-0.5302436	570700849	DKC1	dyskerin pseudouridine synthase 1
ILMN_1801313	5.21e-07	1.21e-08	6.692692	9.593841	1.1063559	55925659	SIAH2	siah E3 ubiquitin protein ligase 2
ILMN_1670410	5.52e-07	1.30e-08	6.673326	9.585217	1.0183458	NA		
ILMN_1764577	5.25e-07	1.22e-08	-6.69009	9.579558	-0.4488219	261824029	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
ILMN_2129388	5.49e-07	1.29e-08	-6.67569	9.559435	-0.6653157	545746371	CCSER2	coiled-coil serine rich protein 2
ILMN_1809484	5.61e-07	1.34e-08	6.666409	9.554299	0.6505979	296317329	TMOD3	tropomodulin 3
ILMN_1680129	5.37e-07	1.26e-08	-6.682247	9.553111	-0.477833	301336153	NSUN2	NOP2/Sun RNA methyltransferase family member 2
ILMN_1689059	5.74e-07	1.38e-08	-6.658708	9.541237	-0.7219899	71037406	ZNF329	zinc finger protein 329
ILMN_1791329	5.74e-07	1.38e-08	-6.657168	9.540867	-1.6185495	227430280	FCRL2	Fc receptor like 2
ILMN_1794510	5.54e-07	1.31e-08	6.671415	9.533999	0.5976446	NA		
ILMN_1727315	5.83e-07	1.42e-08	6.649961	9.516388	0.9456511	55749788	DENND1A	DENN domain containing 1A
ILMN_1801869	5.54e-07	1.31e-08	-6.671236	9.516333	-0.555611	733605974	WDR75	WD repeat domain 75
ILMN_1658327	5.56e-07	1.32e-08	6.669163	9.515938	0.6536741	32967602	BAZ1A	bromodomain adjacent to zinc finger domain 1A
ILMN_1712298	5.74e-07	1.38e-08	-6.657088	9.515666	-0.6473587	393290871	ANKRD46	ankyrin repeat domain 46
ILMN_1716687	5.76e-07	1.39e-08	6.655624	9.498181	1.0520965	63252905	TPM1	tropomyosin 1 (alpha)
ILMN_1721888	5.81e-07	1.41e-08	6.65153	9.498007	1.5726299	974005392	ITGA2B	integrin subunit alpha 2b
ILMN_2230566	5.92e-07	1.45e-08	-6.644682	9.492732	-0.8651125	222136579	RAB40B	RAB40B, member RAS oncogene family
ILMN_1875342	5.74e-07	1.38e-08	-6.657296	9.484859	-0.5563938	34529860		
ILMN_1745256	5.77e-07	1.40e-08	-6.654168	9.471902	-0.6350545	953953847	CXXC5	CXXC finger protein 5
ILMN_1725992	5.85e-07	1.43e-08	-6.648254	9.425905	-0.5751933	256600193	RAPGEF6	Rap guanine nucleotide exchange factor 6
ILMN_1664030	6.35e-07	1.59e-08	6.620866	9.411712	0.6664181	116014337	RAB1B	RAB1B, member RAS oncogene family
ILMN_2053527	6.35e-07	1.57e-08	6.622931	9.372823	1.20273	226371705	PARP9	poly(ADP-ribose) polymerase family member 9
ILMN_1745076	6.25e-07	1.54e-08	-6.629308	9.357324	-0.4864979	307078121	CLINT1	clathrin interactor 1
ILMN_2357419	6.35e-07	1.58e-08	6.622158	9.351173	1.2396822	542133072	LILRA5	leukocyte immunoglobulin like receptor A5
ILMN_1778236	6.30e-07	1.56e-08	-6.62589	9.348441	-0.3708692	33356176	PTPN11	protein tyrosine phosphatase, non-receptor type 11
ILMN_1758418	6.29e-07	1.55e-08	6.627224	9.331415	0.7827427	325053718	TNFSF13B	tumor necrosis factor superfamily member 13b
ILMN_1716815	6.35e-07	1.59e-08	6.620671	9.33089	1.3110421	296317301	CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1
ILMN_2321451	6.35e-07	1.59e-08	-6.620329	9.319037	-0.4494168	51477709	HNRNPD	heterogeneous nuclear ribonucleoprotein D
ILMN_1775327	6.97e-07	1.76e-08	6.59255	9.304005	0.6590846	938148804	PKM	pyruvate kinase, muscle
ILMN_1813314	6.60e-07	1.66e-08	6.608452	9.291832	0.9321021	301601626	HIST1H2BK	histone cluster 1, H2bk
ILMN_1667825	6.60e-07	1.66e-08	6.60846	9.279776	0.6189005	926573118	MLKL	mixed lineage kinase domain like
ILMN_1747303	6.75e-07	1.70e-08	-6.601721	9.254886	-0.5289045	308522777	DDX39A	DEAD-box helicase 39A
ILMN_1838885	7.16e-07	1.83e-08	6.583069	9.228406	0.9365419	93204864	EPG5	ectopic P-granules autophagy protein 5 homolog
ILMN_1755504	7.23e-07	1.86e-08	6.578155	9.214072	0.6079787	386869298	CALCOCO2	calcium binding and coiled-coil domain 2
ILMN_1728298	7.13e-07	1.81e-08	-6.585787	9.21203	-0.8847315	67906173	SBK1	SH3 domain binding kinase 1
ILMN_2342695	7.43e-07	1.92e-08	6.570223	9.206057	1.3241296	197333759	PDGFA	platelet derived growth factor subunit A
ILMN_1734740	7.15e-07	1.82e-08	6.584387	9.196158	0.5065131	296317234	GPR65	G protein-coupled receptor 65
ILMN_1733421	7.16e-07	1.83e-08	-6.582619	9.195893	-0.5294869	544063396	PRKCQ	protein kinase C theta
ILMN_1775692	7.19e-07	1.84e-08	6.580864	9.184805	0.5221595	311771747	EIF4G3	eukaryotic translation initiation factor 4 gamma 3
ILMN_1811258	7.57e-07	1.98e-08	6.561596	9.183107	0.6845216	317575683	RELB	RELB proto-oncogene, NF-kB subunit
ILMN_1873034	7.19e-07	1.85e-08	-6.580334	9.180838	-0.9832575	47682415		
ILMN_1721138	7.45e-07	1.94e-08	-6.567887	9.151922	-0.6562825	87196332	GRPEL2	GrpE like 2, mitochondrial
ILMN_1749297	7.46e-07	1.94e-08	-6.566993	9.14708	-0.5288265	749502309	ACTL6A	actin like 6A
ILMN_2363668	7.66e-07	2.02e-08	6.557074	9.145537	0.626956	224451027	YIF1B	Yip1 interacting factor homolog B, membrane trafficking protein
ILMN_2102960	7.60e-07	1.99e-08	-6.560112	9.136342	-0.5690726	557357672	FAM214A	family with sequence similarity 214 member A
ILMN_2358202	7.43e-07	1.92e-08	-6.569407	9.136172	-0.4224347	192807330	SRRT	serrate, RNA effector molecule
ILMN_2062714	7.86e-07	2.12e-08	-6.543317	9.130934	-1.0987486	38505191	PTGDR	prostaglandin D2 receptor
ILMN_1790978	7.69e-07	2.03e-08	6.555018	9.118294	0.6142209	222144225	ATG7	autophagy related 7
ILMN_1676719	7.86e-07	2.12e-08	6.543227	9.117327	0.5565442	NA		
ILMN_2390299	7.50e-07	1.96e-08	6.564665	9.117164	0.4538764	73747873	PSMB8	proteasome subunit beta 8
ILMN_1695246	7.80e-07	2.07e-08	6.549701	9.103373	1.009651	300863121	KLHDC8B	kelch domain containing 8B
ILMN_1728107	8.06e-07	2.20e-08	-6.533582	9.095326	-1.1004316	148922844	GNG7	G protein subunit gamma 7
ILMN_1720442	7.83e-07	2.10e-08	-6.545843	9.090746	-0.5076427	110349728	NCBP2	nuclear cap binding protein subunit 2
ILMN_1786718	7.83e-07	2.10e-08	-6.546105	9.083599	-0.6662833	164664491	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1
ILMN_1720771	7.69e-07	2.03e-08	6.554665	9.081802	0.7003773	187423911	STX11	syntaxin 11
ILMN_1779185	7.74e-07	2.05e-08	-6.552545	9.079456	-0.4260163	513788260	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1 like
ILMN_1757646	7.86e-07	2.13e-08	-6.54286	9.075721	-0.3955904	557878692	UFM1	ubiquitin fold modifier 1
ILMN_1768958	7.83e-07	2.10e-08	-6.546406	9.075048	-0.8176772	190684643	RASGRP1	RAS guanyl releasing protein 1
ILMN_2410965	7.83e-07	2.10e-08	-6.546291	9.070743	-0.6584005	1044635693	MRI1	methylthioribose-1-phosphate isomerase 1
ILMN_1786050	8.48e-07	2.35e-08	-6.515751	9.036498	-0.7068123	24119165	RBBP9	RB binding protein 9, serine hydrolase
ILMN_1751400	7.92e-07	2.15e-08	-6.54041	9.034439	-0.7578374	115527073	SKAP1	src kinase associated phosphoprotein 1
ILMN_1777982	8.03e-07	2.19e-08	6.535243	9.031952	0.6226406	444909172	USF1	upstream transcription factor 1
ILMN_1811702	7.97e-07	2.17e-08	6.538004	9.021358	0.607129	720642624	GRN	granulin
ILMN_1693242	8.45e-07	2.34e-08	-6.517295	9.018838	-0.5960696	21687251	ZNF296	zinc finger protein 296
ILMN_1676846	8.33e-07	2.30e-08	-6.522455	9.004553	-0.5990959	108773783	ABCE1	ATP binding cassette subfamily E member 1
ILMN_2371825	8.25e-07	2.26e-08	-6.526165	9.000637	-0.6241062	116734848	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase
ILMN_2356654	8.33e-07	2.30e-08	6.522457	8.987316	0.5882559	318068047	LGALS8	galectin 8
ILMN_1690783	8.64e-07	2.44e-08	6.506315	8.985326	1.2538527	424036736	TREML1	triggering receptor expressed on myeloid cells like 1
ILMN_1674024	8.74e-07	2.49e-08	-6.500695	8.983211	-0.592277	427197647	IKZF5	IKAROS family zinc finger 5
ILMN_2373566	8.57e-07	2.41e-08	-6.509533	8.97657	-0.8786927	296080722	PJA1	praja ring finger ubiquitin ligase 1
ILMN_1808783	8.60e-07	2.42e-08	-6.508037	8.97651	-1.1040209	283806702	STRBP	spermatid perinuclear RNA binding protein
ILMN_2131523	8.74e-07	2.49e-08	-6.500751	8.969544	-0.9926472	491227875	SACS	sacsin molecular chaperone
ILMN_1796762	8.91e-07	2.55e-08	-6.494311	8.956547	-0.8393223	226495416	CCDC102A	coiled-coil domain containing 102A
ILMN_1725105	8.57e-07	2.40e-08	-6.510167	8.951978	-0.5760209	208879468	EEF1E1	eukaryotic translation elongation factor 1 epsilon 1
ILMN_1745148	8.44e-07	2.33e-08	6.518177	8.949239	0.5339697	124244057	ZNFX1	zinc finger NFX1-type containing 1
ILMN_1769118	8.25e-07	2.26e-08	-6.526425	8.948193	-0.5792039	164698490	SEPT9	septin 9
ILMN_1670638	8.54e-07	2.39e-08	-6.511736	8.94757	-0.5342861	387157902	PITPNC1	phosphatidylinositol transfer protein, cytoplasmic 1
ILMN_2338323	8.49e-07	2.36e-08	-6.514656	8.936299	-0.8448237	566559973	CDC25B	cell division cycle 25B
